PT	AU	BE	TI	X1	Y1	Z1	SO	LA	DT	DE	X5	Y5	Z5	AB	X4	Y4	Z4	C1	EM	RI	OI	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	PD	PY	VL	IS	BP	EP	DI	EC	C2	SC	UT	OA	HC	HP	DA
J	Souza, Edmar Eustáquio de; Vale, Rayane da Silva; Vieira, Júlia Graciele; Ribeiro, Sabrina Dias; Rodrigues Filho, Guimes; Marques, Fabiana Aparecida; Assunção, Rosana Maria Nascimento de; Meireles, Carla da Silva; Barud, Hernane da Silva		PREPARAÇÃO E CARACTERIZAÇÃO DE MEMBRANAS DE CELULOSE REGENERADA A PARTIR DA CELULOSE EXTRAÍDA DE RESÍDUOS AGROINDUSTRIAIS PARA APLICAÇÃO EM PROCESSOS DE SEPARAÇÃO	PREPARATION AND CHARACTERIZATION OF REGENERATED CELLULOSE MEMBRANES USING CELLULOSE EXTRACTED FROM AGROINDUSTRIAL RESIDUES FOR APPLICATION IN SEPARATION PROCESSES			Química Nova	Portuguese	research-article	regenerated cellulose; agroindustrial residues; separation process; membranes						The aim of this study was to produce membranes using the adapted cuprammonium method. The cellulose utilized was obtained from recycled agroindustrial residues: sugarcane bagasse, corn stover and soybean hulls. The levels of Cu (II) ions in regenerated cellulose membranes produced with cellulose from bagasse, corn stover and soybean hulls were 0.0236 wt%, 0.0255 wt% and 0.0268 wt%, respectively. These levels were approximately 15 times lower than those observed in previous studies (0.3634 wt%). Cellular viability data show that membranes produced from bagasse cellulose do not present toxicity to the cellular cultures studied. These results demonstrate an evolution in production of regenerated cellulose membranes from agroindustrial residues mainly due to a decrease in the Cu (II) ions level, showing the possibility of application of these systems with improved membranes processing.		[Meireles, Carla da Silva] Universidade Federal do Espírito Santo, Brazil; [Barud, Hernane da Silva] Universidade Estadual Paulista, Brazil; [Barud, Hernane da Silva] Centro Universitário de Araraquara, Brazil; [Souza, Edmar Eustáquio de; Vale, Rayane da Silva; Vieira, Júlia Graciele; Ribeiro, Sabrina Dias; Rodrigues Filho, Guimes] Universidade Federal de Uberlândia, Brazil; [Marques, Fabiana Aparecida] Instituto Federal de Educação, Ciência e Tecnologia de Goiás, Brazil; [Assunção, Rosana Maria Nascimento de] Universidade Federal de Uberlândia, Brazil		Meireles, Carla/F-6009-2015; de Assunção, Rosana Maria Nascimento/AAL-2836-2020			30	0	1	2	15	Sociedade Brasileira de Química			1678-7064	02	2015	38	2	202	208	10.5935/0100-4042.20140299	Chemistry, Multidisciplinary	SciELO Brazil	Chemistry	SCIELO:S0100-40422015000200202	gold				
J	Costa, Lorenna S. O; Barros, Victor F. A; Lopes, Márcia C. R; Marques, Luciana P		La Formación Docente y la Educación de Jóvenes y Adultos: Análisis de la Práctica Pedagógica para la Enseñanza de Ciencias	Teachers Formation and the Education of Young and Adult People: Analysis of a the Pedagogical Practice for the Teaching of Science			Formación universitaria	Spanish	research-article					The design and implementation of a project aimed to improve the teaching of science incorporating discussions on social problems in a course belonging to The National Educational Program for Young and Adult People, PROEJA. The subject of the course is informatics of the Federal Institute of Education Science and Technology of Goiás in Brazil (IFG). The first steps of the study are described focusing on the elaboration and application of the pedagogical-didactic proposal to teach sciences by new teachers in which the interaction between the participants allowed the integration between theory and practice. During the development of this project it was shown that the contents can have a contextual and interdisciplinary approach so curricular contributions can reduce the duality of general formation and technical formation currently in used in technological education.	Se discute y analiza el proceso de elaboración e implementación de un proyecto que propone la enseñanza interdisciplinar de la ciencia considerando discusiones sobre problemas sociales en un curso del Programa Nacional para la Integración de la Educación Profesional con la Educación Básica en la Modalidad de Educaión de Jóvenes y Adultos, PROEJA, en el área de Informática del Instituto Federal de Educación, Ciencia y Tecnología de Goiás en Brasil. Se detallan las tres primeras etapas del estudio, enfocando la elaboración y aplicación de una propuesta didáctico-pedagógica para la enseñanza de ciencias, por profesores formadores y profesores en formación inicial y continuada, en que la interacción entre los participantes posibilitó la integración entre teoría y práctica. En la realización de este proyecto se demostró que los contenidos pueden ser trabajados en una forma contextualizada e interdisciplinar para que las contribuciones curriculares puedan reducir la dualidad entre formación general y formación técnica existente en la educación tecnológica.			[Barros, Victor F. A] Universidade do Minho, Portugal; [Costa, Lorenna S. O; Lopes, Márcia C. R; Marques, Luciana P] Instituto Federal de Educação, Ciência e Tecnologia de Goiás, Brasil		Barros, Victor/L-9291-2013	Barros, Victor/0000-0002-7318-8257		20	5	8	0	20	Centro de Información Tecnológica	La Serena	La Serena	0718-5006		2015	8	1	03	12		Engineering, Multidisciplinary	SciELO Chile	Engineering	SCIELO:S0718-50062015000100002	gold				
J	SILVA, L.A.; RESENDE, O.; VIRGOLINO, Z.Z.; BESSA, J.F.V.; MORAIS, W.A.; VIDAL, V.M.		Cinética de secagem e difusividade efetiva em folhas de jenipapo (Genipa americana L.)	Drying kinetics and effective diffusivity in jenipapo sheets (Genipa americana L.).			Revista Brasileira de Plantas Medicinais	Portuguese	research-article	Model Midilli; dehydration; medicinal plants; activation; energy		Modelo de Midilli; desidratação; plantas medicinais; energia de ativação		ABSTRACT The jenipapo (Genipa americana L.) is a native species with medicinal importance and is widely used in Brazil. Due to the need for knowledge about the preprocessing of this species, this work was developed to evaluate the drying kinetics of the jenipapo leaves (G. americana L.), and also to determine the effective diffusivity of water during the process. The leaves were collected with an initial moisture content of 2.30 ± 0.05 (decimal db), and dried in three conditions of air temperature (35.3, 46.0 and 65.0°C) until they reach the equilibrium moisture content. The experimental data set were twelve mathematical models, recommended to represent the drying process of agricultural products. The magnitudes of the coefficient of determination (R2), the mean relative error (P), the average estimated error (SE) and the chi-square (X2), were used in order to verify the adequacy level of the models. The Henderson, modified Pabis and Midilli models presented appropriate adjustments to the experimental data, with the model Midilli, due to its simplicity, chosen to represent the drying kinetics of the jenipapo leaves. By increasing the temperature of the drying air from 35.3 to 46.0 and 65.0ºC, there was a reduction in the drying time of the jenipapo leaves, from 91.1 to 62.5 and to 24.2 hours, respectively. The effective diffusion coefficient increases with the temperature’s raise, and this relationship is described by the Arrhenius equation, which shows activation energy for liquid diffusion of 33.9 kJ mol-1.		RESUMO O jenipapo (Genipa americana L.) é uma espécie nativa com importância medicinal, sendo amplamente utilizada no Brasil. Em função da necessidade de conhecimento à cerca do pré-processamento desta espécie, este trabalho foi desenvolvido com o objetivo de avaliar a cinética de secagem de folhas de jenipapo (G. americana L.), bem como determinar a difusividade efetiva da água durante o processo. As folhas foram coletadas com teor de água inicial de 2,30±0,05 (decimal b.s.), e submetidas à secagem em três condições de temperatura do ar (35,3; 46,0 e 65,0°C) até atingirem o teor de água de equilíbrio. Aos dados experimentais, ajustaram-se doze modelos matemáticos, recomendados para representar o processo de secagem de produtos agrícolas. As magnitudes do coeficiente de determinação (R2), do erro médio relativo (P), do erro médio estimado (SE) e do teste do qui-quadrado (χ2), foram utilizadas para verificar o grau de ajuste dos modelos. Os modelos de Henderson e Pabis modificado e Midilli apresentaram ajustes adequados aos dados experimentais, sendo o modelo de Midilli, em função de sua simplicidade, escolhido para representar a cinética de secagem das folhas de jenipapo. Aumentando a temperatura do ar de secagem de 35,3 para 46,0 e 65,0ºC houve redução no tempo de secagem das folhas de jenipapo de 91,1 para 62,5 e 24,2 horas, respectivamente. O coeficiente de difusão efetivo aumenta com a elevação da temperatura, e esta relação é descrita pela equação de Arrhenius, que apresenta energia de ativação para a difusão líquida de 33,9 kJ mol-1.		[SILVA, L.A.; RESENDE, O.; VIRGOLINO, Z.Z.; BESSA, J.F.V.; MORAIS, W.A.; VIDAL, V.M.] Instituto Federal de Educação, Ciência e Tecnologia de Goiás, Brazil			Resende, Osvaldo/0000-0001-5089-7846		40	10	12	0	1	Sociedade Brasileira de Plantas Medicinais	Botucatu	Botucatu	1983-084X		2015	17	4 suppl 2	953	963	10.1590/1983-084X/14_106	Pharmacology & Pharmacy	SciELO Brazil	Pharmacology & Pharmacy	SCIELO:S1516-05722015000600953	gold				
J	Vento, Marisa Alves		O Estatuto da Pitié nas Obras de Rousseau	The status of pitié in the works of Rousseau			Trans/Form/Ação	Portuguese	research-article	Rousseau; Love of self; Compassion		Rousseau; Amor de si; Piedade		ABSTRACT:The hypothesis presented in this article is that pitié, or the “second principle”, which Rousseau claims to have found by “contemplating the first and simplest operations of the human soul”, is not antagonistic to the first principle (amour de soi). I intend to show how the radical dualism of the principles can yield before the evidence of a unity represented by a double movement: rentrer sur soi and self-expansion (which is the expression of compassion). From this point of view, the “second principle” has a complementary status to love of self, and not an opposing one as some interpretations propose. However, this is a complex discussion involving controversies among the interpreters of Rousseau, a discussion which concerns the possible divergence of the concept of compassion in the Discourse on Inequality, Émile, and the Essay on the Origin of Languages, and also involves questions about the date of the writing of the latter work.		RESUMO:A hipótese apresentada neste texto é a de que a piedade, que Rousseau também denomina “segundo princípio”, encontrado por ele “ao meditar nas primeiras e mais simples operações da alma humana”, não é um princípio antagônico ao amor de si. Pretende-se mostrar como o dualismo radical dos princípios se renderia diante da evidência de uma unidade representada por um duplo movimento: o de fixar-se ou aderir-se em si (amor de si) e o de expansão, que seria a expressão da piedade. Desse ponto de vista, o segundo princípio teria um status complementar do amor de si e não opositivo a ele, como algumas interpretações propõem. Entretanto, é uma discussão complexa, uma vez que nela estão implicadas as controvérsias entre os intérpretes de Rousseau em relação à possível divergência da noção de piedade, no Segundo Discurso, no Emílio e no Ensaio sobre a Origem das Línguas, além das discussões em torno da datação do Ensaio.		[Vento, Marisa Alves] Instituto Federal de Educação, Ciência e Tecnologia de Goiás, Brazil					11	0	0	0	1	Universidade Estadual Paulista, Departamento de Filosofia			1980-539X		2015	38	spe	153	162	10.1590/S0101-317320150004000013	Philosophy	SciELO Brazil	Philosophy	SCIELO:S0101-31732015000400153	gold				
J	Tinô, Sérgio Renan Lopes; Aquino, Eve Maria Freire de		Fracture characteristics and anisotropy in notched glass fiber reinforced plastics				Materials Research	English	research-article	Anisotropy; Glass Fiber Reinforced Plastics; Fracture; Hole; Residual Strength				The damage mechanism of reinforced plastics may be present in many different ways, since it depends on many factors. Highlights may be given to the effect of stress concentration in of geometric discontinuity in the sections of these structural elements, which in general always leads to certain characteristics of the fracture. In the case of glass fiber reinforced plastics (GFRP) it is expected the same tendency, beyond the influence of reinforcement and its internal orientation in the layers (anisotropy). The aims of this work are detailed study of the influence of the holes (longituninal section) in the characteristic fracture in GFRP submitted to tensile loading. Three different configurations of composite laminates were studied: two reinforced with Eglassfiber bidirectional textil fabric and the other only with short mats, also Eglassfiber. The results showed the influence of all parameters listed above in the final fracture characteristics and residual properties.				[Tinô, Sérgio Renan Lopes] Instituto Federal de Educação, Ciência e Tecnologia de Goiás, Brazil; [Tinô, Sérgio Renan Lopes; Aquino, Eve Maria Freire de] Universidade Federal do Rio Grande do Norte, Brazil					17	1	6	0	6	ABM, ABC, ABPol	São Carlos	São Carlos	1980-5373	12	2014	17	6	1610	1619	10.1590/1516-1439.302314	Engineering, Chemical; Materials Science, Multidisciplinary; Metallurgy & Metallurgical Engineering	SciELO Brazil	Engineering; Materials Science; Metallurgy & Metallurgical Engineering	SCIELO:S1516-14392014000600032	gold				
J	Boggione, Giovanni de Araujo; Pereira, Gabriel; Cardozo, Francielle da Silva; Fonseca, Leila Maria Garcia		AVALIAÇÃO DE IMAGENS SIMULADAS DA CÂMERA MUX DO SATÉLITE CBERS-4 APLICADAS À ANÁLISE AMBIENTAL	Evaluation of simulated images of MUX camera from CBERS-4 satellite for environmental analysis			Boletim de Ciências Geodésicas	Portuguese	research-article	Simulation; Biomass Burning; Deforestation; CBERS; MUX		Simulação; Queimadas; Desmatamento; CBERS; MUX		Simulation methods of orbital images are usually applied to evaluate the performance of a specific sensor. From the use of these techniques, is possible to analyze and estimate the behavior of predict sensor images, allowing an analysis of future applications. In this context, is necessary the assessment of satellite-based images and the possible applications derived by CBERS-4, which should be released at the end of 2014 and will have a policy of free distribution of the data. Thus, this study aims at evaluating the potential of the camera CBERS-4 MUX with 20 m spatial resolution for land cover mapping. For this, images MUX are simulated from RapidEye image using filtering techniques based on the imaging process. To evaluate the simulation results, an image of the camera Landsat-5 TM is processed to produce a land cover and NDVI maps and compare them to the maps generated by the simulated CBERS-4 MUX image. The experiments show that the results obtained by simulated image MUX were very similar to the ones obtained by TM-5. Overall, the classifications of land cover for the MUX and TM sensors exhibit good agreement, with an overall accuracy of 87% and Kappa of 0.72. Also, we noticed that NDVI values estimated by the MUX are 25% higher than the values estimated by the TM and have a correlation of 85% (significant at 0.05, Student's t test).		Métodos de simulação de imagens orbitais são frequentemente utilizadas na avaliação do desempenho de determinado sistema-sensor. A partir do emprego destas técnicas é possível analisar e estimar o comportamento das imagens que serão geradas pelos sensores projetados, possibilitando uma estimativa da qualidade e das aplicações decorrentes do lançamento do satélite. Neste contexto, torna-se de fundamental importância a análise das imagens orbitais e das possíveis aplicações provenientes do satélite CBERS-4, que deve ser lançado ao final do ano de 2014 e terá uma política de distribuição gratuita dos dados. Deste modo, o objetivo deste trabalho é avaliar o potencial da câmera MUX do CBERS-4, com 20 m de resolução espacial, para mapeamento de cobertura do solo do município de Apuí no estado do Amazonas. Para isto, as imagens MUX são simuladas a partir de imagens do satélite RapidEye e filtragem baseada no modelo do processo de imageamento. Para avaliar os resultados da simulação, uma imagem da câmera TM do satélite Landsat-5 é processada para produzir um mapa de cobertura de solo, que é comparada ao mapa gerado pela imagem MUX simulada do CBERS-4. Os valores de NDVI calculados a partir das imagens MUX simulada e TM-5 também são analisados. Os experimentos mostram que o processamento das imagens simuladas da câmera MUX apresentaram resultados semelhantes aos das imagens do sensor TM. Em geral, as classificações da cobertura do solo para os sensores MUX e TM apresentam boa concordância, com acurácia global de 87% e Kappa de 0,72. Ainda, percebe-se que os valores de NDVI estimados pela MUX são em média 25% maiores que os valores estimados pelo TM e apresentam uma correlação de 85% (significante a 0.05, teste t-student).		[Boggione, Giovanni de Araujo; Pereira, Gabriel; Cardozo, Francielle da Silva; Fonseca, Leila Maria Garcia] Instituto Nacional de Pesquisas Espaciais, Brazil; [Pereira, Gabriel] Universidade Federal de São João del- Rei, Brasil; [Boggione, Giovanni de Araujo] Instituto Federal de Educação, Ciência e Tecnologia de Goiás, Brazil		Pereira, Gabriel/J-6626-2017; Fonseca, Leila/AAS-6552-2020; da Silva Cardozo, Francielle FSC/N-4912-2016	Pereira, Gabriel/0000-0002-2093-9942; da Silva Cardozo, Francielle FSC/0000-0002-4775-4649; Fonseca, Leila Maria Garcia/0000-0001-6057-7387		21	0	2	0	3	Universidade Federal do Paraná			1982-2170	09	2014	20	3	590	609	10.1590/S1982-21702014000300034	Geochemistry & Geophysics; Remote Sensing	SciELO Brazil	Geochemistry & Geophysics; Remote Sensing	SCIELO:S1982-21702014000300590	gold				
J	Ascheri, Diego Palmiro Ramirez; Pereira, Luciane Dias; Bastos, Suely Miranda Cavalcante		Chemical, morphological, rheological and thermal properties of Solanum lycocarpum phosphorylated starches	Características químicas, morfológicas, reológicas e térmicas de amidos fosfatados da Fruta-do-lobo (Solanum lycocarpum)			Revista Ceres	English	research-article	Solanum lycocarpum Saint Hillaire; wolf's fruit; modified starch; viscosity		Solanum lycocarpum Saint Hillaire; fruta-do-lobo; amidos modificados; viscosidade		The increasing need for starches with specific characteristics makes it important to study unconventional starches and their modifications in order to meet consumer demands. The aim of this work was to study physicochemical characteristics of native starch and phosphate starch of S. lycocarpum. Native starch was phosphated with sodium tripolyphosphate (5-11%) added with stirring. Chemical composition, morphology, density, binding ability to cold water, swelling power and solubility index, turbidity and syneresis, rheological and calorimetric properties were determined. Phosphorus was not detected in the native sample, but the phosphating process produced modified starches with phosphorus contents of 0.015, 0.092 and 0.397%, with the capacity of absorbing more water, either cold or hot. Rheological data showed the strong influence of phosphorus content on viscosity of phosphate starch, with lower pasting temperature and peak viscosity higher than those of native starch. Enthalpy was negatively correlated with the phosphorus content, requiring 9.7; 8.5; 8.1 and 6.4 kJ g-1 of energy for the transition from the amorphous to the crystalline state for the starch granules with phosphorus contents of 0; 0.015; 0.092 and 0.397%, respectively. Cluster analysis and principal component analysis showed that starches with 0.015 and 0.092% phosphorus have similar characteristics and are different from the others. Our results show that the characteristics of phosphate modified S. lycocarpum starch have optimal conditions to meet the demands of raw materials, which require greater consistency in stickiness, combined with low rates of retrogradation and syneresis.		Em vista da necessidade de amidos com características específicas, é fundamental o estudo de amidos não convencionais e de suas modificações, de acordo com as exigências do mercado consumidor. O objetivo deste trabalho foi estudar as características físico-químicas de amidos nativo e fosfatado da S. lycocarpum. O amido foi fosfatado com tripolifosfato de sódio (de 5 a 11%), sob agitação. Determinaram-se a composição química, a morfologia, a densidade, a capacidade de ligação à água fria, o poder de inchamento e o índice de solubilidade, a turbidez e a sinerese, as propriedades reológicas e calorimétricas. Não se detectou fósforo na amostra nativa, porém, a fosfatação gerou amidos modificados com teores de fósforo de 0,015, 0,092 e 0,397%, que se caracterizaram por absorver maior quantidade de água, a frio e a quente. Os resultados reológicos mostraram a forte influência do teor de fósforo na viscosidade dos fosfatados, apresentando temperatura de empastamento menor e viscosidade de pico maior que as do amido nativo. A entalpia correlacionou-se negativamente com o teor de fósforo, necessitando-se de uma energia de 9,7; 8,5; 8,1 e 6,4 kJ g-1, para a transição do estado cristalino para o amorfo, dos grânulos de amido com teores de fósforo de 0; 0,015; 0,092 e 0,397%, respectivamente. As análises de agrupamento e dos componentes principais mostraram que os amidos com 0,015 e 0,092% de fósforo apresentam características semelhantes entre si e diferentes daquelas dos demais, concluindo-se que as características conferidas pela fosfatação ao amido da S. lycocarpum reunem ótimas condições para as exigências de determinadas matérias-primas, para as quais se desejem consistências maiores no empastamento, combinadas com baixos índices de retrogradação e sinerese.		[Bastos, Suely Miranda Cavalcante] Universidade Estadual de Goiás, Brasil; [Pereira, Luciane Dias] Instituto Federal de Educação, Ciência e Tecnologia de Goiás, Brasil; [Ascheri, Diego Palmiro Ramirez] Universidade Estadual de Goiás, Brasil			Ramirez Ascheri, Diego Palmiro/0000-0001-6231-7562		33	0	9	0	4	Universidade Federal de Viçosa			2177-3491	08	2014	61	4	458	466	10.1590/0034-737X201461040003	Agriculture, Multidisciplinary	SciELO Brazil	Agriculture	SCIELO:S0034-737X2014000400003	gold				
J	Calixto, W.P.; Pereira, T.M.; Mota, J.C.; Alves, A.J.; Domingues, E.G.; Domingos, J.L.; Coimbra, A.P.; Alvarenga, B.		Desenvolvimento de operador matemático para algoritmos de otimização heurísticos aplicado a problema de geoprospecção				TEMA (São Carlos)	Portuguese	research-article	optimization; mathematical operator; genetic algorithm; real coding		otimização; operador matemático; algoritmo genético; codificação real		This work presents a genetic operator developed from a mathematical curve extrapolation method. This operator help the production of fitter individual within a realcoded genetic algorithm in which inherent patters of the best individuals of each generations are recognized. The operator is compared to five alternative optimization techniques applied to geoelectrical prospection.		O propósito deste trabalho é apresentar um operador genético desenvolvido a partir dos métodos matemáticos de extrapolação de curva. Este operador irá auxiliar na produção de um indivíduo melhor adaptado na população do algoritmo genético com codificação real, reconhecendo padrões inerentes aos genes dos cromossomos dos melhores indivíduos de cada geração. O operador proposto em conjunto com o algoritmo genético de codificação real é comparado com cinco outros métodos diferentes de otimização aplicados a prospecção geoelétrica.		[Pereira, T.M.; Alvarenga, B.] Universidade Federal de Goiás, Brasil; [Calixto, W.P.; Alves, A.J.; Domingues, E.G.; Domingos, J.L.] Instituto Federal de Goiás, Brasil; [Coimbra, A.P.] University of Coimbra, Portugal; [Mota, J.C.] Universidade Federal de Goiás, Brasil					17	0	1	0	2	Sociedade Brasileira de Matemática Aplicada e Computacional			2179-8451	08	2014	15	2	177	194	10.5540/tema.2014.015.02.0177	Computer Science, Interdisciplinary Applications; Mathematics, Applied	SciELO Brazil	Computer Science; Mathematics	SCIELO:S2179-84512014000200005	gold				
J	Martins Mendonça, Katiane; Ferreira Veiga Tipple, Anaclara; Custódia Silva e Sousa, Adenícia; Severino Pereira, Milca; Rapparini, Cristiane		ACIDENTES COM MATERIAL BIOLÓGICO EM SERVIÇOS DE URGÊNCIA E EMERGÊNCIA	ACCIDENTS WITH BIOLOGICAL MATERIAL IN URGENCY AND EMERGENCY SERVICES	ACCIDENTES CON MATERIAL BIOLÓGICO EN LOS SERVICIOS DE URGENCIA Y EMERGENCIA		Ciencia y enfermería	Portuguese	research-article	Universal precautions; nursing; team; occupational exposure; exposure to biological agents; emergency nursing	Precauciones universales; grupo de enfermería; exposición profesional; exposición a agentes biológicos; enfermería de urgencia	Precauções universais; equipe de enfermagem; exposição ocupacional; exposição a agentes biológicos; enfermagem em emergência		Objective: To analyse cases of biological material accident among nursing staff in emergency areas. Method: Exploratory research held May and July 2009, with approval by the Ethics Committee (N° 065/08, 12/08 and 118/08). Two checklist were used for data collection. Results: Eight accidents occurred, and the most involved blood in the hands of healthcare workers and three involved vomiting. The non-use of protective equipment in all the cases shows an underestimation of these barriers by healthcare workers and by managers, since not all were available. No accident was reported. Conclusion: The work process in the emergency areas requires a different look, considering their specificities for planning and implementation of a safe culture against the biological risk.	Objetivo: Analizar casos de accidente a material biológico entre trabajadores de enfermería en las áreas de urgencia y de emergencia. Método: Investigación exploratoria, ocurrió en mayo y julio de 2009, con la aprobación del Comité de Ética (N° 065/08, 12/08 y 118/08). La recolección de los datos fue realizada por medio de la observación directa, utilizando dos check-list. Resultados: Se produjeron ocho accidentes, y la mayoría fue con sangre en las manos de los trabajadores y tres tenían vómito. La no utilización de equipos de protección en todos los accidentes se muestra como una subestimación de estas barreras por los trabajadores y por los directores, ya que pocos estaban disponibles. Ningún accidente fue reportado. El proceso de trabajo en las áreas de emergencia requiere una mirada diferente, que considere sus características específicas para planos e implementación de una cultura de seguridad contra el riesgo biológico.	Objetivo: Analisar casos de acidentes com material biológico entre profissionais da equipe de enfermagem, em setores de urgência e emergência. Material e método: Pesquisa exploratória, que ocorreu entre maio a julho de 2009, com aprovação por Comitês de Ética (N° 065/08, 12/08 e 118/08). A coleta de dados do referido estudo foi realizada por meio de observação direta, sem, com preenchimento de dois check-list. Resultados: Aconteceram oito acidentes, sendo que a maioria foi por exposição de sangue nas mãos dos trabalhadores e três envolveram vômito. O não uso dos equipamentos de proteção em todos os casos mostra uma subvalorização dessas barreiras por parte dos trabalhadores e ainda dos gerentes, já que nem todos estavam disponíveis. Nenhum acidente foi notificado. Conclusão: O processo de trabalho nos setores de urgência e emergência requer um olhar diferenciado, que considere as suas especificidades, para o planejamento e implantação de uma cultura de segurança frente ao risco biológico.		[Ferreira Veiga Tipple, Anaclara] Universidade Federal de Goiás, Brasil; [Custódia Silva e Sousa, Adenícia; Severino Pereira, Milca] Pontifícia Universidade Católica de Goiás, Brasil; [Martins Mendonça, Katiane] Instituto Federal de Educação, Ciência e Tecnologia de Goiás, Brasil; [Rapparini, Cristiane] Projeto Riscobiologico.org, Brasil					19	2	3	0	5	Universidad de Concepción. Facultad de Enfermería	Concepción	Concepción	0717-9553	08	2014	20	2	65	71	10.4067/S0717-95532014000200007	Nursing	SciELO Chile	Nursing	SCIELO:S0717-95532014000200007	gold				
J	Santana, Alba Cristhiane; Pereira, Alciane Barbosa Macedo; Rodrigues, Larissa Goulart		Psicologia Escolar e educação superior: possibilidades de atuação profissional	Educational Psychology and Higher Education: possibilities of professional performance	Psicología Escolar y educación superior: posibilidades de actuación profesional		Psicologia Escolar e Educacional	Portuguese	research-article	school psychology; higher education; psychologist performance	Psicología Escolar; Educación Superior; actuación profesional	Psicologia Escolar; ensino superior; atuação do psicólogo		In this paper we present discussions on the challenges and possible actions of the school psychologist in Higher Education. The contemporary socio-economic and political contexts have generated demands for Higher Education, causing changes in the institutions and in the training process, favoring the development of diversified actions. This situation enables the development of research projects and intervention of School Psychology. To illustrate the discussion we display a study of higher education in a public institution. Our aim is to investigate the possibilities of action for the school psychologist with the focus on a frequent issue in this educational space: the difficulties faced by new students. The study demonstrates the possibilities for School Psychology to contribute to the management of educational policies and practices that meet the difficulties pointed out by students and teachers. Besides, it also indicates challenges related to the conceptions of School Psychology and the characteristics of the educational process in Higher Education.	En este artículo presentamos estudios sobre la actuación del psicólogo escolar en la Educación Superior, esfera que se muestra favorable al desarrollo de proyectos diversificados. Se articuló la perspectiva histórico-cultural con una visión crítica de Psicología Escolar. Los estudios se realizaron en dos Instituciones de enseñanza superior en programas destinados a atender la inclusión educacional y la formación académica de discentes ingresos. Se destacan los análisis cualitativos de entrevistas realizadas con docentes y funcionarios técnico-administrativos de las instituciones, especialmente sus concepciones de las contribuciones del psicólogo escolar en ese contexto. Los análisis indican: a) atención centrada en el atendimiento al discente, al valorar sus dificultades cognitivo-emocionales y socioeconómicas; b) preocupación con la formación de los profesionales buscando el atendimiento de las dificultades de los alumnos; c) desconocimiento del trabajo del psicólogo escolar. Es necesario socializar, en el contexto de la Educación Superior, las posibilidades de actuación del psicólogo escolar a partir de proyectos que involucren a todos los participantes y los factores del proceso educativo.	Neste artigo apresentamos discussões sobre os desafios e possibilidades de atuação do psicólogo escolar na Educação Superior. Os contextos socioeconômicos e políticos contemporâneos têm gerado demandas ao ensino superior, provocando transformações nas instituições e no processo formativo e favorecendo o desenvolvimento de ações diversificadas. Essa situação possibilita a elaboração de projetos de pesquisa e de intervenção da Psicologia Escolar. Para ilustrar a discussão apresentamos um estudo realizado em uma instituição pública de ensino superior que teve como objetivo investigar as possibilidades de ações do psicólogo escolar com o foco em uma questão frequente nesse espaço educativo: as dificuldades encontradas por alunos ingressantes. O estudo demonstrou possibilidades de a Psicologia Escolar contribuir na gestão de políticas e práticas educativas que atendam às dificuldades apontadas por alunos e professores e também indicou desafios a serem superados, relacionados às concepções sobre a Psicologia Escolar e às características do processo formativo na Educação Superior.		[Santana, Alba Cristhiane; Pereira, Alciane Barbosa Macedo] Universidade Federal de Goiás, Brazil; [Rodrigues, Larissa Goulart] Instituto Federal de Goiás					42	3	3	0	2	Associação Brasileira de Psicologia Escolar e Educacional (ABRAPEE)			2175-3539	08	2014	18	2	229	237	10.1590/2175-3539/2014/0182736	Psychology, Educational	SciELO Brazil	Psychology	SCIELO:S1413-85572014000200229	gold				
